x1,x2
-0.45278344693243633,1.4743082532264036
-0.4475284264699881,1.389273891260194
0.25510031991149573,0.2820164829052504
0.021345340832357666,0.4621374660388535
-0.5977942045341545,1.5132615523588504
-0.6229243367886023,1.4031719905655848
-0.8014561685206462,1.1486236145763011
0.5380456853737487,0.09414239692723123
-0.47497002814626466,1.4696339766508977
-0.6485258898997796,1.366153819135939
-0.6682528654645262,1.3331723345662145
0.5737398266780582,0.12436037760533188
0.4311181889250191,0.04450257733579608
-0.46199198566766014,1.3989549083749977
-0.9809497765595823,1.0896295434243812
-0.4618470002312857,1.5468803416148142
-0.879409044932204,1.1741825956293341
-0.5776582727814049,1.425536762048336
-0.4602998950120799,0.4486677393493656
-0.6497872157802571,1.4974168625293445
0.5509813763935795,0.11583784452513979
0.5661578017321016,0.0334464989621233
-0.49580102807962345,1.458771655461991
-0.5739963398450336,1.4473245918261088
-0.6869174576755558,1.4811823757107332
0.7326583900948855,-0.11607951500257686
-0.6047376029969701,1.4287722368618085
-0.4784239582069822,1.4110597448584725
-0.756926909475062,1.2572029190481253
-0.5351538415074546,1.4096388922348575
0.5691531563839234,0.04481994185839367
-0.5668242256725541,1.4501421222156397
-0.47103234876935385,1.657027348855708
0.4406557875704535,0.14356696134396338
-0.43896834317114036,1.4563728614023057
0.5253145743172922,-0.057730947710693155
-0.460982763891972,1.6046134684602043
0.5666801430030306,-0.04913146011253834
-0.5293513600266703,1.3947648361027793
-0.8074161322757643,1.1709062673589066
0.6736907549048022,0.10257743363867033
-0.5829002135143352,1.4316685608605624
-0.7046231438460824,1.311967921646132
-0.28681017021031613,0.4525508055072982
-0.7273139361892855,1.4363290700548232
-0.56475598149571,1.4804495037250325
0.7013732803438782,0.1719440329220923
-0.6481843735824424,1.3916127848564397
0.7544054344945341,0.057730590259416556
0.636277872892256,0.16904746541347665
0.5232884658213327,-0.0010047073684136612
-0.6600863106329046,1.3964592850923172
-0.40556818046881954,1.7059358319388165
-0.4521700274009652,1.3502105240440465
-0.45383234163473934,1.6639791803934252
0.6381233356890235,0.13696673840085402
0.4950944780397006,-0.07449133016315043
-0.8278138622290055,1.1877817769030448
0.24047851366456097,0.06574893462550344
-0.6941781419347468,1.0733453611894241
-0.3721587971521139,1.5816042559751415
-0.46132514432099897,1.541243045707123
-0.8729972262689868,1.1637498785644433
0.2507575309840486,0.4601201423804184
0.06316626295846546,0.42174750167017294
-0.8430435912760543,1.0262525802067155
-0.6976441238290646,1.4486054066327978
-0.9541931180040629,1.0759760891685453
-0.50866807707991,1.3827469741328777
0.5188469125572327,-0.020426536606358722
-0.9719679677913999,0.9381080806361191
-0.5207011199901811,1.5359405737914122
0.6464355683431312,-0.0527476439858253
0.00745727051935688,0.48792084933150953
0.4238737274887228,0.06602669009035499
-0.3294850362878285,1.6894788891775054
0.6199783585169978,-0.02395571560553412
-0.528124164900687,1.4386398692468974
-0.635994621488823,1.4504280089225101
0.08876258987410286,0.2094565788594899
-0.3971235073284359,1.5443108255660114
-0.5166304331397913,1.4649579403848527
-0.6108476702352929,1.41298349785647
0.20518772146916991,0.08072542456642266
